EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,SupervisorID,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3440,Xana,Potts,2021-06-19,2024-02-19,Area Sales Manager,Michelle Carter,2578,xana.potts@bilearner.com,CCDR,Retired,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1960-04-29,KY,Female,US-KY-01,White,Divorced,Fully Meets,3
3441,Prater,Jeremy,2025-02-19,,Area Sales Manager,Simeon Roy,2639,prater.jeremy@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1989-11-21,NV,Male,US-NV-01,Asian,Widowed,Exceeds,4
3442,Kaylah,Moon,2014-02-14,2016-03-02,Area Sales Manager,Jocelyn Bradford,3521,kaylah.moon@bilearner.com,PYZ,Retired,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1952-11-24,MA,Male,US-MA-01,Black,Single,Exceeds,4
3443,Kristen,Tate,2019-12-01,2021-04-19,Area Sales Manager,Graham Rodriguez,3497,kristen.tate@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1994-04-08,KY,Male,US-KY-02,Asian,Widowed,Fully Meets,3
3444,Bobby,Rodgers,2019-02-14,2021-08-18,Area Sales Manager,Khalil Mendez,3553,bobby.rodgers@bilearner.com,NEL,Terminated for Cause,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1983-11-15,KY,Male,US-KY-03,Other,Widowed,Fully Meets,3
3445,Reid,Park,2021-03-16,,Area Sales Manager,Benjamin Goodman,2697,reid.park@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1985-12-07,KY,Female,US-KY-01,Other,Married,Exceeds,4
3446,Hector,Dalton,2014-12-22,,Area Sales Manager,Troy Todd,1682,hector.dalton@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1996-05-01,TX,Female,US-TX-03,White,Divorced,Exceeds,4
3447,Mariela,Schultz,2009-10-24,2011-06-17,Area Sales Manager,Valentin Reilly,3468,mariela.schultz@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1964-02-17,TX,Female,US-TX-01,Asian,Widowed,Fully Meets,4
3448,Angela,Molina,2012-10-14,2013-10-18,Area Sales Manager,Lynn Daneault,1933,angela.molina@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1958-05-12,TX,Male,US-TX-02,Asian,Widowed,Fully Meets,3
3449,Gerald,Preston,2012-10-17,2013-07-23,Area Sales Manager,Aileen Wright,2594,gerald.preston@bilearner.com,EW,Terminated for Cause,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1992-09-18,CO,Male,US-CO-02,Black,Single,Fully Meets,4
3450,Reilly,Moyer,2008-11-06,2014-11-19,Area Sales Manager,Tania Jennings,1665,reilly.moyer@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1957-08-09,CO,Male,US-CO-03,Other,Single,Exceeds,5
3451,Carlee,French,2025-07-04,2025-09-11,Area Sales Manager,Lea Cantu,2705,carlee.french@bilearner.com,TNS,Terminated for Cause,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1968-01-15,CO,Male,US-CO-01,Other,Divorced,Exceeds,5
3452,Jaydon,Blackburn,2019-04-25,,Area Sales Manager,Moises Day,1676,jaydon.blackburn@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1998-11-15,IN,Male,US-IN-02,Black,Divorced,Fully Meets,3
3453,Bridger,Carter,2016-10-22,,Area Sales Manager,Hector Dalton,3446,bridger.carter@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1982-04-07,MA,Male,US-MA-02,White,Widowed,Fully Meets,4
3454,Leon,Beard,2017-12-13,,Area Sales Manager,Alejandro Wilkinson,2715,leon.beard@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1970-01-29,KY,Male,US-KY-02,Hispanic,Married,Needs Improvement,2
3455,Charity,Miranda,2025-09-07,2026-05-20,Area Sales Manager,Layla Kane,2597,charity.miranda@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1999-01-18,KY,Male,US-KY-03,Other,Widowed,Exceeds,5
3456,Axel,Howe,2001-05-12,,Area Sales Manager,Marlon Stanton,2304,axel.howe@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Sales,Sales & Marketing,1960-10-25,KY,Female,US-KY-01,Black,Divorced,Fully Meets,3
3457,Milton,Wall,2020-10-31,,Area Sales Manager,Sanaa Valenzuela,2660,milton.wall@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1976-06-24,KY,Female,US-KY-02,White,Divorced,Needs Improvement,2
3458,Cory,Robinson,2011-04-08,2011-12-31,Area Sales Manager,Alexus Estes,3514,cory.robinson@bilearner.com,BPC,Retired,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1946-07-19,TX,Female,US-TX-03,Hispanic,Single,Needs Improvement,1
3459,Saniya,Yu,2021-09-21,2024-11-06,Area Sales Manager,Emerson Zavala,2721,saniya.yu@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1978-09-11,TX,Male,US-TX-01,Black,Widowed,Exceeds,5
3460,Alisa,James,2012-04-19,,Area Sales Manager,Harley Greer,2745,alisa.james@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1984-07-01,TX,Male,US-TX-02,Asian,Married,Fully Meets,3
3461,Lincoln,Compton,2020-04-09,2021-09-24,Area Sales Manager,Edward Buck,3429,lincoln.compton@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1997-12-29,CO,Male,US-CO-02,Hispanic,Married,Needs Improvement,1
3462,Aliana,Nolan,2012-01-19,2018-06-29,Area Sales Manager,Noah Villanueva,2584,aliana.nolan@bilearner.com,MSC,Terminated for Cause,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1963-01-26,CO,Male,US-CO-03,Hispanic,Divorced,Needs Improvement,2
3463,Kayden,Dodson,2008-11-14,2010-06-17,Area Sales Manager,Ryann Rubio,3545,kayden.dodson@bilearner.com,TNS,Terminated for Cause,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1951-06-21,IN,Male,US-IN-03,Hispanic,Single,Fully Meets,4
3464,James,Duke,2004-04-06,2005-06-08,Area Sales Manager,Axel Howe,3456,james.duke@bilearner.com,PYZ,Terminated for Cause,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1948-08-15,MA,Male,US-MA-03,Black,Widowed,Needs Improvement,2
3465,Willow,Stuart,2025-10-23,,Area Sales Manager,Chloe Gould,1655,willow.stuart@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1962-01-07,MA,Male,US-MA-01,Asian,Divorced,Needs Improvement,1
3466,Clayton,Walker,2026-04-17,2026-05-28,Area Sales Manager,Mylee Snow,1687,clayton.walker@bilearner.com,PYZ,Terminated for Cause,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1979-01-26,KY,Male,US-KY-03,Other,Married,Exceeds,5
3467,Celia,Curtis,2025-12-14,,Area Sales Manager,Nasir Glass,2671,celia.curtis@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1987-05-14,KY,Female,US-KY-01,Asian,Divorced,Exceeds,5
3468,Valentin,Reilly,2006-05-10,,Area Sales Manager,Callum Ford,2588,valentin.reilly@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Sales,Sales & Marketing,1976-12-30,KY,Female,US-KY-02,Black,Single,Fully Meets,3
3469,Ryland,Shepherd,2012-03-14,2012-11-14,Area Sales Manager,Ryann Rubio,3545,ryland.shepherd@bilearner.com,PL,Retired,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1945-02-21,TX,Female,US-TX-03,Asian,Divorced,Needs Improvement,1
3470,Esteban,Gilbert,2015-04-16,2018-07-26,Area Sales Manager,Aylin Berg,3536,esteban.gilbert@bilearner.com,BPC,Retired,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1956-01-28,TX,Female,US-TX-01,Black,Married,Needs Improvement,2
3471,Jonathan,Adkins,2011-07-07,,Area Sales Manager,Simeon Roy,2639,jonathan.adkins@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1967-01-03,TX,Male,US-TX-02,Asian,Married,Fully Meets,3
3472,Nevaeh,Soto,2025-01-23,,Area Sales Manager,Helen Humphrey,2712,nevaeh.soto@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1982-01-12,TX,Male,US-TX-03,Other,Married,Exceeds,5
3473,Chaim,Mata,2023-07-10,,Area Sales Manager,Sonny Horne,3477,chaim.mata@bilearner.com,EW,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1989-12-25,CO,Male,US-CO-01,Hispanic,Widowed,Exceeds,5
3474,Arely,Patton,2013-02-03,,Area Sales Manager,Marlon Ford,3532,arely.patton@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1965-12-16,CO,Male,US-CO-02,Other,Divorced,Fully Meets,4
3475,Vance,Trujillo,2020-12-05,2024-12-29,Area Sales Manager,Cannon Gray,2699,vance.trujillo@bilearner.com,TNS,Retired,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1957-12-25,IN,Male,US-IN-01,Asian,Widowed,Fully Meets,3
3476,Charlie,Koch,2020-08-08,2022-01-12,Area Sales Manager,Layla Kane,2597,charlie.koch@bilearner.com,PYZ,Retired,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1960-08-04,MA,Male,US-MA-02,Asian,Divorced,Needs Improvement,2
3477,Sonny,Horne,2019-10-02,,Area Sales Manager,Ryker Hopkins,2686,sonny.horne@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1969-12-03,KY,Female,US-KY-03,Asian,Widowed,Needs Improvement,2
3478,Thomas,Chandler,2022-10-14,2024-06-04,Area Sales Manager,Lamont Summers,2607,thomas.chandler@bilearner.com,WBL,Retired,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1957-10-10,KY,Female,US-KY-01,Hispanic,Married,Fully Meets,3
3479,Sarai,Stone,2024-01-10,2024-07-30,Area Sales Manager,Hugo Clay,3493,sarai.stone@bilearner.com,NEL,Retired,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1962-05-17,TX,Female,US-TX-01,Hispanic,Widowed,Fully Meets,3
3480,Jerimiah,Harmon,2017-08-02,2019-08-31,Area Sales Manager,Allison Frank,1658,jerimiah.harmon@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1970-09-30,TX,Female,US-TX-02,Black,Widowed,Fully Meets,3
3481,Leland,Allen,2024-11-23,2025-04-06,Area Sales Manager,Carleigh Hendricks,2505,leland.allen@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1965-12-11,TX,Male,US-TX-03,Other,Widowed,Fully Meets,3
3482,Cristal,Bolton,2006-07-04,2007-02-27,Area Sales Manager,Charlize Ballard,2683,cristal.bolton@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone B,Temporary,Sales,Sales & Marketing,1979-03-12,TX,Male,US-TX-01,Asian,Divorced,Needs Improvement,1
3483,Jaslene,Harding,2022-10-31,,Area Sales Manager,Graham Rodriguez,3497,jaslene.harding@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1964-06-19,CO,Male,US-CO-03,Asian,Widowed,Fully Meets,3
3484,Albert,Gonzalez,2016-03-01,,Area Sales Manager,Jonathan Adkins,3471,albert.gonzalez@bilearner.com,EW,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1995-07-18,CO,Male,US-CO-01,Other,Single,Fully Meets,3
3485,Jaiden,Johnson,2020-11-22,,Area Sales Manager,Ryann Rubio,3545,jaiden.johnson@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1994-08-22,CO,Male,US-CO-02,White,Widowed,Fully Meets,3
3486,Brendon,Mcconnell,2015-07-12,2020-12-12,Area Sales Manager,Luciana Steele,2688,brendon.mcconnell@bilearner.com,TNS,Terminated for Cause,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1990-11-14,IN,Male,US-IN-02,Other,Widowed,Fully Meets,3
3487,Kimora,Parsons,2004-03-23,,Area Sales Manager,David Kirk,2729,kimora.parsons@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Sales,Sales & Marketing,1965-09-13,KY,Female,US-KY-02,Other,Divorced,Fully Meets,3
3488,Willie,Patterson,2009-01-20,,Area Sales Manager,Yesenia Payne,2598,willie.patterson@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Sales,Sales & Marketing,1988-12-09,KY,Female,US-KY-03,Asian,Single,Fully Meets,3
3489,Devyn,Powers,2023-09-11,,Area Sales Manager,Nathaly Stevens,2648,devyn.powers@bilearner.com,EW,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1964-12-19,TX,Female,US-TX-02,Black,Divorced,Fully Meets,4
3490,Weston,Preston,2024-12-12,,Area Sales Manager,Santiago Rosales,2735,weston.preston@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1991-07-10,TX,Female,US-TX-03,Hispanic,Divorced,Fully Meets,3
3491,Lennon,Buchanan,2007-10-14,,Area Sales Manager,Noah Villanueva,2584,lennon.buchanan@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Sales,Sales & Marketing,1973-06-02,TX,Male,US-TX-01,White,Widowed,Fully Meets,3
3492,Vicente,Merritt,2025-04-27,,Area Sales Manager,Troy Todd,1682,vicente.merritt@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1993-01-08,CO,Male,US-CO-03,Asian,Married,Fully Meets,3
3493,Hugo,Clay,2012-08-29,,Area Sales Manager,Jac McKinzie,3435,hugo.clay@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1984-04-17,CO,Male,US-CO-01,Asian,Widowed,Fully Meets,3
3494,Cohen,Raymond,2010-01-30,,Area Sales Manager,Alexus Estes,3514,cohen.raymond@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Sales,Sales & Marketing,1991-02-16,CO,Male,US-CO-02,Black,Single,Fully Meets,3
3495,Tia,Ellis,2015-03-17,2019-04-21,Area Sales Manager,Johnathon Serrano,2689,tia.ellis@bilearner.com,TNS,Terminated for Cause,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1993-01-27,IN,Male,US-IN-03,Other,Married,Fully Meets,3
3496,Aspen,Bentley,2012-08-14,,Area Sales Manager,Tania Jennings,1665,aspen.bentley@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1964-09-19,CA,Male,US-CA-02,Other,Widowed,Fully Meets,4
3497,Graham,Rodriguez,2019-01-29,,Area Sales Manager,Sanaa Valenzuela,2660,graham.rodriguez@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1981-02-18,OR,Female,US-OR-02,Hispanic,Widowed,Fully Meets,3
3498,Joel,Mcmillan,2014-01-26,2015-05-24,Area Sales Manager,Nathaly Stevens,2648,joel.mcmillan@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1989-07-03,KY,Female,US-KY-01,White,Widowed,Fully Meets,3
3499,Maci,Frost,2012-05-14,2013-02-02,Area Sales Manager,Lewis Hobbs,2608,maci.frost@bilearner.com,WBL,Terminated for Cause,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1971-01-16,KY,Female,US-KY-02,Asian,Widowed,Fully Meets,3
3500,Nevaeh,Lucas,2018-09-06,2020-06-15,Area Sales Manager,Trevin Shannon,2477,nevaeh.lucas@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Temporary,Sales,Sales & Marketing,2000-02-25,TX,Female,US-TX-02,White,Divorced,Fully Meets,4
3501,Garrett,Zimmerman,2025-06-11,2026-02-04,Area Sales Manager,Mayra Lynn,2515,garrett.zimmerman@bilearner.com,PL,Retired,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1959-04-19,TX,Male,US-TX-03,Other,Widowed,Fully Meets,3
3502,Eugene,Marks,2026-03-22,,Area Sales Manager,Geovanni Pugh,3503,eugene.marks@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1976-06-29,TX,Male,US-TX-01,White,Married,Fully Meets,3
3503,Geovanni,Pugh,2023-08-05,,Area Sales Manager,Mike Guilianno,2585,geovanni.pugh@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,2001-10-27,CO,Male,US-CO-03,Other,Single,Fully Meets,3
3504,Javon,Kelley,2017-09-22,,Area Sales Manager,Bruno Ashley,2687,javon.kelley@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Sales,Sales & Marketing,1980-08-23,CO,Male,US-CO-01,Hispanic,Married,Fully Meets,3
3505,Amaya,Hicks,2016-02-16,,Area Sales Manager,Raven Koch,3510,amaya.hicks@bilearner.com,EW,Active,Part-Time,Zone B,Part-Time,Sales,Sales & Marketing,1978-08-12,IN,Male,US-IN-01,Hispanic,Widowed,Fully Meets,3
3506,Laila,Woodard,2017-01-03,2021-08-15,Area Sales Manager,Charlize Ballard,2683,laila.woodard@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1988-07-06,IN,Male,US-IN-02,Other,Married,Fully Meets,3
3507,Ivan,Huff,2004-07-30,2012-03-01,Area Sales Manager,Callum Ford,2588,ivan.huff@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1973-03-24,CA,Male,US-CA-03,White,Single,Fully Meets,3
3508,Aidan,Harding,2023-01-30,,Area Sales Manager,Cody Bates,2662,aidan.harding@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1960-06-06,OR,Male,US-OR-03,Asian,Single,Fully Meets,3
3509,Cruz,Boyer,2023-08-23,,Area Sales Manager,Charles Coleman,2628,cruz.boyer@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1977-11-04,KY,Female,US-KY-03,Black,Married,Fully Meets,3
3510,Raven,Koch,2007-10-13,,Area Sales Manager,Graham Villa,2489,raven.koch@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Sales,Sales & Marketing,1981-08-04,KY,Female,US-KY-01,Hispanic,Married,Fully Meets,3
3511,Karli,Barker,2017-03-31,2018-05-29,Area Sales Manager,Nathaly Stevens,2648,karli.barker@bilearner.com,WBL,Terminated for Cause,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1997-02-18,KY,Female,US-KY-02,Asian,Divorced,Fully Meets,3
3512,Tyrone,Sosa,2017-10-20,2020-02-28,Area Sales Manager,Aileen Wright,2594,tyrone.sosa@bilearner.com,NEL,Terminated for Cause,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1996-10-25,TX,Female,US-TX-02,Black,Single,Fully Meets,3
3513,Damaris,Cisneros,2015-07-07,2016-07-12,Area Sales Manager,Breanna Kerr,2645,damaris.cisneros@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1959-11-13,TX,Male,US-TX-03,Other,Married,Fully Meets,3
3514,Alexus,Estes,2008-09-14,,Area Sales Manager,Harley Greer,2745,alexus.estes@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Sales,Sales & Marketing,1958-01-03,TX,Male,US-TX-01,Asian,Married,Fully Meets,3
3515,Kinsley,Flowers,2010-03-07,2014-09-22,Area Sales Manager,Valentin Reilly,3468,kinsley.flowers@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1985-02-27,CO,Male,US-CO-02,White,Single,Fully Meets,3
3516,Deborah,Love,2023-03-25,2023-12-10,Area Sales Manager,Sanaa Valenzuela,2660,deborah.love@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1988-06-25,CO,Male,US-CO-03,Asian,Divorced,Fully Meets,4
3517,Milagros,Francis,2006-08-07,,Area Sales Manager,Ryann Rubio,3545,milagros.francis@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Sales,Sales & Marketing,1960-08-23,IN,Male,US-IN-03,Hispanic,Widowed,Fully Meets,3
3518,Roberto,Michael,2017-06-15,2018-04-03,Area Sales Manager,Callum Ford,2588,roberto.michael@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1969-05-24,CA,Female,US-CA-01,Hispanic,Married,Fully Meets,3
3519,Elaine,Ewing,2008-08-27,2009-08-08,Area Sales Manager,Jac McKinzie,3435,elaine.ewing@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1951-03-28,CA,Male,US-CA-02,Hispanic,Widowed,Fully Meets,3
3520,Caiden,Munoz,2013-12-27,2015-09-14,Area Sales Manager,Ashlynn Duffy,1949,caiden.munoz@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Temporary,Sales,Sales & Marketing,1963-03-01,ND,Female,US-ND-02,Black,Divorced,Fully Meets,3
3521,Jocelyn,Bradford,2012-06-21,,Area Sales Manager,Jabari Frank,2589,jocelyn.bradford@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1959-02-26,KY,Female,US-KY-03,Asian,Divorced,Fully Meets,3
3522,Marques,Armstrong,2026-01-23,,Area Sales Manager,Tess Reilly,1714,marques.armstrong@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1983-10-12,KY,Female,US-KY-01,Other,Single,Fully Meets,4
3523,Rohan,Chapman,2023-04-14,2025-03-10,Area Sales Manager,Alisa James,3460,rohan.chapman@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1978-12-19,KY,Female,US-KY-02,Other,Single,Fully Meets,3
3524,Emmanuel,Franklin,2007-10-03,2008-06-26,Area Sales Manager,Harley Greer,2745,emmanuel.franklin@bilearner.com,EW,Retired,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1944-04-10,TX,Male,US-TX-02,Asian,Divorced,Fully Meets,3
3525,Clayton,Mccormick,2023-03-31,2024-07-07,Area Sales Manager,Jocelyn Bradford,3521,clayton.mccormick@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1967-01-29,TX,Male,US-TX-03,Hispanic,Single,Fully Meets,3
3526,Darius,Krause,2014-12-10,,Area Sales Manager,Mary Moore,2622,darius.krause@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1977-07-23,TX,Male,US-TX-01,White,Widowed,Fully Meets,3
3527,Ahmed,Hawkins,2010-06-01,2013-08-14,Area Sales Manager,Emery Roach,3551,ahmed.hawkins@bilearner.com,PL,Terminated for Cause,Full-Time,Zone B,Full-Time,Sales,Sales & Marketing,1974-10-15,CO,Male,US-CO-01,Black,Married,Fully Meets,3
